Name,EF,year,field
J PUBLIC ECON,0.021,2001,economics
J APPL ECONOM,0.008,2001,economics
MACROECON DYN,0.003,2001,economics
WORLD BANK ECON REV,0.005,2001,economics
J HEALTH ECON,0.009,2001,economics
J ECON MANAGE STRAT,0.005,2001,economics
ENERGY J,0.005,2001,economics
J IND ECON,0.005,2001,economics
J ACCOUNT ECON,0.005,2001,economics
J ENVIRON ECON MANAG,0.008,2001,economics
J RISK UNCERTAINTY,0.005,2001,economics
REV INT POLIT ECON,0.003,2001,economics
J ECON DYN CONTROL,0.012,2001,economics
ECON SOC,0.004,2001,economics
ECONOMICA,0.006,2001,economics
ECONOMET THEOR,0.009,2001,economics
ECON INQ,0.008,2001,economics
LAND ECON,0.006,2001,economics
J URBAN ECON,0.007,2001,economics
WORLD BANK RES OBSER,0.002,2001,economics
INT J GAME THEORY,0.006,2001,economics
POST-SOV AFF,0.002,2001,economics
OXFORD B ECON STAT,0.005,2001,economics
J PROD ANAL,0.004,2001,economics
J ECON HIST,0.005,2001,economics
J DEV ECON,0.009,2001,economics
OXFORD ECON PAP,0.005,2001,economics
ECON THEOR,0.01,2001,economics
HEALTH ECON,0.007,2001,economics
REG SCI URBAN ECON,0.004,2001,economics
WORLD DEV,0.017,2001,economics
ECON TRANSIT,0.003,2001,economics
SCAND J ECON,0.004,2001,economics
J REGUL ECON,0.004,2001,economics
ECON GEOGR,0.002,2001,economics
CAMBRIDGE J ECON,0.005,2001,economics
J BANK FINANC,0.009,2001,economics
EXPLOR ECON HIST,0.002,2001,economics
NATL TAX J,0.005,2001,economics
J COMP ECON,0.004,2001,economics
J JPN INT ECON,0.002,2001,economics
SOC CHOICE WELFARE,0.004,2001,economics
INT J IND ORGAN,0.005,2001,economics
J MATH ECON,0.005,2001,economics
ECON DEV CULT CHANGE,0.003,2001,economics
OXFORD REV ECON POL,0.003,2001,economics
RESOUR ENERGY ECON,0.002,2001,economics
J ECON BEHAV ORGAN,0.008,2001,economics
ECON EDUC REV,0.003,2001,economics
ECOL ECON,0.008,2001,economics
STUD NONLINEAR DYN E,0.001,2001,economics
POST-SOV GEOGR ECON,0.002,2001,economics
INT REV LAW ECON,0.003,2001,economics
NEW ENGL ECON REV,0.002,2001,economics
REV INCOME WEALTH,0.002,2001,economics
CAN J ECON,0.006,2001,economics
J TRANSP ECON POLICY,0.002,2001,economics
ENVIRON RESOUR ECON,0.003,2001,economics
JPN ECON REV,0.001,2001,economics
ECON LETT,0.015,2001,economics
AM J AGR ECON,0.009,2001,economics
J REAL ESTATE FINANC,0.002,2001,economics
J HOUS ECON,0.001,2001,economics
J AFR ECON,0.001,2001,economics
SOUTHERN ECON J,0.004,2001,economics
WORK EMPLOY SOC,0.002,2001,economics
PUBLIC CHOICE,0.005,2001,economics
ENERG ECON,0.002,2001,economics
THEOR DECIS,0.002,2001,economics
DEFENCE PEACE ECON,0.001,2001,economics
REAL ESTATE ECON,0.002,2001,economics
WORLD ECON,0.003,2001,economics
FEM ECON,0.001,2001,economics
J WORLD TRADE,0.002,2001,economics
J POPUL ECON,0.001,2001,economics
J EVOL ECON,0.001,2001,economics
ADV ECONOMETRICS,0.001,2001,economics
POST-COMMUNIST ECON,0.001,2001,economics
INSUR MATH ECON,0.002,2001,economics
J AGR ECON,0.001,2001,economics
KYKLOS,0.001,2001,economics
ECON HIST REV,0.001,2001,economics
ECONOMIST-NETHL,0.001,2001,economics
ECON PHILOS,0.001,2001,economics
J DEV AREAS,0.001,2001,economics
WELTWIRTSCH ARCH,0.001,2001,economics
J AGR RESOUR ECON,0.001,2001,economics
EUR REV AGRIC ECON,0.001,2001,economics
B INDONES ECON STUD,0.001,2001,economics
J ECON EDUC,0.001,2001,economics
AUST J AGR RESOUR EC,0.001,2001,economics
CHINA ECON REV,0.001,2001,economics
SMALL BUS ECON,0.002,2001,economics
REV IND ORGAN,0.002,2001,economics
J INST THEOR ECON,0.001,2001,economics
J ECON PSYCHOL,0.001,2001,economics
SCOT J POLIT ECON,0.001,2001,economics
J RISK INSUR,0.001,2001,economics
FOOD POLICY,0.001,2001,economics
EUROPE-ASIA STUD,0.002,2001,economics
J MACROECON,0.001,2001,economics
AGR ECON,0.001,2001,economics
CONTEMP ECON POLICY,0.001,2001,economics
MANCH SCH,0.001,2001,economics
HIST POLIT ECON,0.001,2001,economics
ECON DEV Q,0.001,2001,economics
J ECON,0.001,2001,economics
J MEDIA ECON,0.001,2001,economics
JPN WORLD ECON,0.001,2001,economics
APPL ECON,0.004,2001,economics
ECON MODEL,0.001,2001,economics
ECON REC,0.001,2001,economics
OPEN ECON REV,0.001,2001,economics
ECON PLANN,0.001,2001,economics
FUTURES,0.002,2001,economics
AM J ECON SOCIOL,0.001,2001,economics
BETRIEB FORSCH PRAX,0.001,2001,economics
S AFR J ECON,0.001,2001,economics
J ECON ISSUES,0.001,2001,economics
TIJDSCHR ECON SOC GE,0.001,2001,economics
DEV ECON,0.001,2001,economics
DESARROLLO ECON,0.001,2001,economics
J POST KEYNESIAN EC,0.001,2001,economics
REV BLACK POLIT ECON,0.001,2001,economics
REV ETUD COMP EST-O,0.001,2001,economics
TRIMEST ECON,0.001,2001,economics
J POLICY MODEL,0.001,2001,economics
JAHRB NATL STAT,0.001,2001,economics
APPL ECON LETT,0.001,2001,economics
POLIT EKON,0.001,2001,economics
EASTERN EUR ECON,0.001,2001,economics
HITOTSUB J ECON,0.001,2001,economics
EKON SAMF TIDSKR,0.001,2001,economics
J TAX,0.001,2001,economics
EKON CAS,0.001,2001,economics
Q J ECON,0.068,2002,economics
J ECON LIT,0.03,2002,economics
J FINANC ECON,0.061,2002,economics
NBER MACROECON ANN,0.005,2002,economics
J POLIT ECON,0.051,2002,economics
ECONOMETRICA,0.052,2002,economics
REV ECON STUD,0.024,2002,economics
AM ECON REV,0.104,2002,economics
BROOKINGS PAP ECO AC,0.009,2002,economics
J ECON PERSPECT,0.031,2002,economics
J ECON GROWTH,0.005,2002,economics
J ACCOUNT ECON,0.012,2002,economics
REV ECON DYNAM,0.007,2002,economics
RAND J ECON,0.018,2002,economics
J MONETARY ECON,0.024,2002,economics
REV ECON STAT,0.029,2002,economics
J ECONOMETRICS,0.036,2002,economics
J INT ECON,0.022,2002,economics
J FINANC QUANT ANAL,0.01,2002,economics
INT ECON REV,0.018,2002,economics
ECON POLICY,0.005,2002,economics
J BUS ECON STAT,0.016,2002,economics
J IND ECON,0.008,2002,economics
J LAW ECON ORGAN,0.007,2002,economics
ECON J,0.025,2002,economics
J HUM RESOUR,0.01,2002,economics
MATH FINANC,0.006,2002,economics
J LABOR ECON,0.011,2002,economics
J LAW ECON,0.008,2002,economics
J MONEY CREDIT BANK,0.012,2002,economics
J PUBLIC ECON,0.022,2002,economics
EUR ECON REV,0.024,2002,economics
J ECON THEORY,0.025,2002,economics
WORLD BANK ECON REV,0.005,2002,economics
J HEALTH ECON,0.01,2002,economics
MACROECON DYN,0.005,2002,economics
J APPL ECONOM,0.007,2002,economics
ENERGY J,0.005,2002,economics
GAME ECON BEHAV,0.013,2002,economics
J RISK UNCERTAINTY,0.006,2002,economics
LABOUR ECON,0.003,2002,economics
ECONOMET THEOR,0.01,2002,economics
J DEV ECON,0.012,2002,economics
J URBAN ECON,0.009,2002,economics
J ENVIRON ECON MANAG,0.007,2002,economics
IMF STAFF PAPERS,0.004,2002,economics
SOUTH ECON J,0.004,2002,economics
J ECON MANAGE STRAT,0.003,2002,economics
ECON SOC,0.004,2002,economics
OXFORD B ECON STAT,0.005,2002,economics
NATL TAX J,0.006,2002,economics
J ECON HIST,0.005,2002,economics
ECON THEOR,0.01,2002,economics
POST-SOV AFF,0.002,2002,economics
ECON PHILOS,0.002,2002,economics
SOC CHOICE WELFARE,0.005,2002,economics
SCAND J ECON,0.004,2002,economics
WORLD BANK RES OBSER,0.002,2002,economics
HEALTH ECON,0.007,2002,economics
J BANK FINANC,0.011,2002,economics
RESOUR ENERGY ECON,0.002,2002,economics
LAND ECON,0.005,2002,economics
ECON GEOGR,0.002,2002,economics
ECON EDUC REV,0.005,2002,economics
J COMP ECON,0.004,2002,economics
REG SCI URBAN ECON,0.004,2002,economics
WORLD DEV,0.016,2002,economics
J ECON DYN CONTROL,0.009,2002,economics
REAL ESTATE ECON,0.003,2002,economics
ADV ECONOMETRICS,0.001,2002,economics
CAN J ECON,0.006,2002,economics
OXFORD ECON PAP,0.004,2002,economics
OXFORD REV ECON POL,0.003,2002,economics
J ECON BEHAV ORGAN,0.009,2002,economics
ECON INQ,0.006,2002,economics
ENERG ECON,0.004,2002,economics
ECON TRANSIT,0.003,2002,economics
J ECON SURV,0.001,2002,economics
J MATH ECON,0.005,2002,economics
ENVIRON RESOUR ECON,0.005,2002,economics
INT TAX PUBLIC FINAN,0.003,2002,economics
CHINA ECON REV,0.002,2002,economics
INT J IND ORGAN,0.005,2002,economics
REV INCOME WEALTH,0.003,2002,economics
J REAL ESTATE FINANC,0.003,2002,economics
INT J GAME THEORY,0.003,2002,economics
ECON HIST REV,0.002,2002,economics
ECONOMICA,0.003,2002,economics
J HOUS ECON,0.002,2002,economics
J POPUL ECON,0.002,2002,economics
AM J AGR ECON,0.01,2002,economics
J PROD ANAL,0.002,2002,economics
EXPLOR ECON HIST,0.002,2002,economics
ECOL ECON,0.008,2002,economics
ECON DEV CULT CHANGE,0.003,2002,economics
J TRANSP ECON POLICY,0.002,2002,economics
INT J FORECASTING,0.003,2002,economics
ECON LETT,0.016,2002,economics
FISC STUD,0.001,2002,economics
J REGUL ECON,0.002,2002,economics
PUBLIC CHOICE,0.005,2002,economics
CAMBRIDGE J ECON,0.002,2002,economics
AGR ECON,0.003,2002,economics
WELTWIRTSCH ARCH,0.002,2002,economics
REV IND ORGAN,0.003,2002,economics
WORK EMPLOY SOC,0.002,2002,economics
REV INT POLIT ECON,0.001,2002,economics
WORLD ECON,0.003,2002,economics
EUR REV AGRIC ECON,0.001,2002,economics
J ECON PSYCHOL,0.002,2002,economics
INSUR MATH ECON,0.002,2002,economics
FEM ECON,0.001,2002,economics
J AGR ECON,0.001,2002,economics
INF ECON POLICY,0.001,2002,economics
J JPN INT ECON,0.001,2002,economics
SCOT J POLIT ECON,0.001,2002,economics
INT REV LAW ECON,0.001,2002,economics
ECONOMIST-NETHERLAND,0.001,2002,economics
EUROPE-ASIA STUD,0.002,2002,economics
B INDONES ECON STUD,0.001,2002,economics
THEOR DECIS,0.001,2002,economics
POST-COMMUNIST ECON,0.001,2002,economics
J EVOL ECON,0.001,2002,economics
J WORLD TRADE,0.001,2002,economics
SMALL BUS ECON,0.002,2002,economics
ECON DEV Q,0.001,2002,economics
J AGR RESOUR ECON,0.001,2002,economics
MANCH SCH,0.001,2002,economics
JPN ECON REV,0.001,2002,economics
APPL ECON,0.005,2002,economics
STUD NONLINEAR DYN E,0.001,2002,economics
POST-SOV GEOGR ECON,0.001,2002,economics
FOOD POLICY,0.001,2002,economics
KYKLOS,0.001,2002,economics
J RISK INSUR,0.001,2002,economics
REV ETUD COMP EST-O,0.001,2002,economics
J INST THEOR ECON,0.001,2002,economics
CONTEMP ECON POLICY,0.001,2002,economics
AUST J AGR RESOUR EC,0.001,2002,economics
J AFR ECON,0.001,2002,economics
J POST KEYNESIAN EC,0.001,2002,economics
TIJDSCHR ECON SOC GE,0.001,2002,economics
ECON REC,0.001,2002,economics
J MEDIA ECON,0.001,2002,economics
JPN WORLD ECON,0.001,2002,economics
ECON MODEL,0.001,2002,economics
DESARROLLO ECON,0.001,2002,economics
J ECON EDUC,0.001,2002,economics
OPEN ECON REV,0.001,2002,economics
DEV ECON,0.001,2002,economics
J ECON,0.001,2002,economics
ECON PLANN,0.001,2002,economics
EASTERN EUR ECON,0.001,2002,economics
HIST POLIT ECON,0.001,2002,economics
J POLICY MODEL,0.001,2002,economics
S AFR J ECON,0.001,2002,economics
JAHRB NATL STAT,0.001,2002,economics
NEW ENGL ECON REV,0.001,2002,economics
J ECON ISSUES,0.001,2002,economics
EURASIAN GEOGR ECON,0.001,2002,economics
J MACROECON,0.001,2002,economics
POLIT EKON,0.001,2002,economics
APPL ECON LETT,0.001,2002,economics
AM J ECON SOCIOL,0.001,2002,economics
FUTURES,0.001,2002,economics
EKON SAMF TIDSKR,0.001,2002,economics
TRIMEST ECON,0.001,2002,economics
HITOTSUB J ECON,0.001,2002,economics
EKON CAS,0.001,2002,economics
Q J ECON,0.07,2003,economics
J ECON LIT,0.03,2003,economics
J POLIT ECON,0.053,2003,economics
J FINANC ECON,0.064,2003,economics
NBER MACROECON ANN,0.005,2003,economics
ECONOMETRICA,0.054,2003,economics
BROOKINGS PAP ECO AC,0.009,2003,economics
REV ECON STUD,0.025,2003,economics
AM ECON REV,0.107,2003,economics
J ECON PERSPECT,0.031,2003,economics
J ACCOUNT ECON,0.013,2003,economics
RAND J ECON,0.019,2003,economics
REV ECON STAT,0.029,2003,economics
J MONETARY ECON,0.024,2003,economics
J ECON GROWTH,0.005,2003,economics
J INT ECON,0.023,2003,economics
J FINANC QUANT ANAL,0.01,2003,economics
J ECONOMETRICS,0.033,2003,economics
INT ECON REV,0.019,2003,economics
J IND ECON,0.009,2003,economics
J LAW ECON ORGAN,0.007,2003,economics
ECON POLICY,0.005,2003,economics
ECON J,0.025,2003,economics
REV ECON DYNAM,0.007,2003,economics
J LABOR ECON,0.011,2003,economics
J HUM RESOUR,0.011,2003,economics
J BUS ECON STAT,0.012,2003,economics
J MONEY CREDIT BANK,0.012,2003,economics
J PUBLIC ECON,0.023,2003,economics
J LAW ECON,0.008,2003,economics
J ECON THEORY,0.025,2003,economics
EUR ECON REV,0.025,2003,economics
WORLD BANK ECON REV,0.005,2003,economics
J RISK UNCERTAINTY,0.006,2003,economics
MATH FINANC,0.004,2003,economics
GAME ECON BEHAV,0.013,2003,economics
J APPL ECONOM,0.007,2003,economics
J HEALTH ECON,0.01,2003,economics
J ENVIRON ECON MANAG,0.008,2003,economics
J DEV ECON,0.012,2003,economics
J URBAN ECON,0.009,2003,economics
MACROECON DYN,0.005,2003,economics
ENERGY J,0.004,2003,economics
ECONOMET THEOR,0.01,2003,economics
J ECON MANAGE STRAT,0.003,2003,economics
ECON SOC,0.004,2003,economics
NATL TAX J,0.006,2003,economics
ECON PHILOS,0.002,2003,economics
J ECON HIST,0.006,2003,economics
WORLD BANK RES OBSER,0.002,2003,economics
ECON THEOR,0.011,2003,economics
HEALTH ECON,0.008,2003,economics
POST-SOV AFF,0.002,2003,economics
REG SCI URBAN ECON,0.004,2003,economics
LABOUR ECON,0.003,2003,economics
SOC CHOICE WELFARE,0.006,2003,economics
SCAND J ECON,0.004,2003,economics
J BANK FINANC,0.011,2003,economics
ECON GEOGR,0.002,2003,economics
WORLD DEV,0.016,2003,economics
J COMP ECON,0.004,2003,economics
IMF STAFF PAPERS,0.004,2003,economics
OXFORD ECON PAP,0.004,2003,economics
LAND ECON,0.005,2003,economics
CAN J ECON,0.006,2003,economics
ECON INQ,0.006,2003,economics
ECON EDUC REV,0.005,2003,economics
REAL ESTATE ECON,0.003,2003,economics
J ECON DYN CONTROL,0.009,2003,economics
OXFORD REV ECON POL,0.003,2003,economics
SOUTH ECON J,0.004,2003,economics
OXFORD B ECON STAT,0.004,2003,economics
ADV ECONOMETRICS,0.001,2003,economics
INT J GAME THEORY,0.003,2003,economics
RESOUR ENERGY ECON,0.002,2003,economics
ECONOMICA,0.003,2003,economics
J ECON BEHAV ORGAN,0.009,2003,economics
ECON TRANSIT,0.003,2003,economics
ECOL ECON,0.01,2003,economics
REV INCOME WEALTH,0.003,2003,economics
INT J IND ORGAN,0.005,2003,economics
J REAL ESTATE FINANC,0.003,2003,economics
AM J AGR ECON,0.01,2003,economics
ENERG ECON,0.003,2003,economics
J MATH ECON,0.004,2003,economics
J HOUS ECON,0.002,2003,economics
J PROD ANAL,0.002,2003,economics
CHINA ECON REV,0.002,2003,economics
ECON HIST REV,0.002,2003,economics
J TRANSP ECON POLICY,0.002,2003,economics
J POPUL ECON,0.003,2003,economics
INT J FORECASTING,0.003,2003,economics
EXPLOR ECON HIST,0.002,2003,economics
INT TAX PUBLIC FINAN,0.003,2003,economics
ECON DEV CULT CHANGE,0.003,2003,economics
ENVIRON RESOUR ECON,0.005,2003,economics
ECON LETT,0.016,2003,economics
J REGUL ECON,0.002,2003,economics
J ECON SURV,0.001,2003,economics
PUBLIC CHOICE,0.005,2003,economics
EUR REV AGRIC ECON,0.002,2003,economics
AGR ECON,0.003,2003,economics
CAMBRIDGE J ECON,0.002,2003,economics
WELTWIRTSCH ARCH,0.002,2003,economics
REV INT POLIT ECON,0.001,2003,economics
REV IND ORGAN,0.003,2003,economics
WORLD ECON,0.003,2003,economics
J AGR ECON,0.002,2003,economics
J ECON PSYCHOL,0.002,2003,economics
J AGR RESOUR ECON,0.002,2003,economics
WORK EMPLOY SOC,0.002,2003,economics
INT REV LAW ECON,0.001,2003,economics
FEM ECON,0.001,2003,economics
J JPN INT ECON,0.001,2003,economics
FOOD POLICY,0.001,2003,economics
FISC STUD,0.001,2003,economics
AUST J AGR RESOUR EC,0.001,2003,economics
EUROPE-ASIA STUD,0.002,2003,economics
SCOT J POLIT ECON,0.001,2003,economics
J WORLD TRADE,0.002,2003,economics
B INDONES ECON STUD,0.001,2003,economics
THEOR DECIS,0.001,2003,economics
INF ECON POLICY,0.001,2003,economics
ECON DEV Q,0.001,2003,economics
SMALL BUS ECON,0.001,2003,economics
J EVOL ECON,0.001,2003,economics
INSUR MATH ECON,0.001,2003,economics
POST-SOV GEOGR ECON,0.001,2003,economics
ECONOMIST-NETHERLAND,0.001,2003,economics
APPL ECON,0.005,2003,economics
J AFR ECON,0.001,2003,economics
KYKLOS,0.001,2003,economics
J INST THEOR ECON,0.001,2003,economics
MANCH SCH,0.001,2003,economics
CONTEMP ECON POLICY,0.001,2003,economics
J POST KEYNESIAN EC,0.001,2003,economics
TIJDSCHR ECON SOC GE,0.001,2003,economics
POST-COMMUNIST ECON,0.001,2003,economics
J RISK INSUR,0.001,2003,economics
JPN WORLD ECON,0.001,2003,economics
JPN ECON REV,0.001,2003,economics
ECON REC,0.001,2003,economics
J MEDIA ECON,0.001,2003,economics
ECON MODEL,0.001,2003,economics
DESARROLLO ECON,0.001,2003,economics
REV ETUD COMP EST-O,0.001,2003,economics
DEV ECON,0.001,2003,economics
J ECON EDUC,0.001,2003,economics
OPEN ECON REV,0.001,2003,economics
ECON PLANN,0.001,2003,economics
STUD NONLINEAR DYN E,0.001,2003,economics
J ECON,0.001,2003,economics
NEW ENGL ECON REV,0.001,2003,economics
EASTERN EUR ECON,0.001,2003,economics
HIST POLIT ECON,0.001,2003,economics
S AFR J ECON,0.001,2003,economics
POLIT EKON,0.001,2003,economics
EURASIAN GEOGR ECON,0.001,2003,economics
J POLICY MODEL,0.001,2003,economics
J MACROECON,0.001,2003,economics
J ECON ISSUES,0.001,2003,economics
JAHRB NATL STAT,0.001,2003,economics
APPL ECON LETT,0.001,2003,economics
TRIMEST ECON,0.001,2003,economics
FUTURES,0.001,2003,economics
AM J ECON SOCIOL,0.001,2003,economics
EKON SAMF TIDSKR,0.001,2003,economics
HITOTSUB J ECON,0.001,2003,economics
EKON CAS,0.001,2003,economics
Q J ECON,0.068,2004,economics
NBER MACROECON ANN,0.01,2004,economics
J ECON LIT,0.027,2004,economics
J POLIT ECON,0.052,2004,economics
J FINANC ECON,0.053,2004,economics
ECONOMETRICA,0.058,2004,economics
REV ECON STUD,0.029,2004,economics
J ECON PERSPECT,0.03,2004,economics
AM ECON REV,0.107,2004,economics
BROOKINGS PAP ECO AC,0.006,2004,economics
J MONETARY ECON,0.03,2004,economics
J ECON GROWTH,0.007,2004,economics
J FINANC QUANT ANAL,0.014,2004,economics
MATH FINANC,0.011,2004,economics
RAND J ECON,0.018,2004,economics
J INT ECON,0.026,2004,economics
J LABOR ECON,0.015,2004,economics
ECON J,0.03,2004,economics
J ECONOMETRICS,0.033,2004,economics
REV ECON STAT,0.027,2004,economics
J LAW ECON ORGAN,0.008,2004,economics
WORLD BANK ECON REV,0.007,2004,economics
IND CORP CHANGE,0.006,2004,economics
J HUM RESOUR,0.012,2004,economics
J ACCOUNT ECON,0.008,2004,economics
J ECON GEOGR,0.002,2004,economics
EUR ECON REV,0.027,2004,economics
J BUS ECON STAT,0.013,2004,economics
J LAW ECON,0.008,2004,economics
ECON POLICY,0.004,2004,economics
J HEALTH ECON,0.014,2004,economics
ADV ECONOMETRICS,0.001,2004,economics
J ECON THEORY,0.026,2004,economics
INT ECON REV,0.013,2004,economics
J IND ECON,0.006,2004,economics
J PUBLIC ECON,0.021,2004,economics
J APPL ECONOM,0.008,2004,economics
REV ECON DYNAM,0.007,2004,economics
J ECON MANAGE STRAT,0.005,2004,economics
J RISK UNCERTAINTY,0.005,2004,economics
J MONEY CREDIT BANK,0.009,2004,economics
J URBAN ECON,0.01,2004,economics
J DEV ECON,0.013,2004,economics
NATL TAX J,0.008,2004,economics
ECONOMET THEOR,0.01,2004,economics
J ENVIRON ECON MANAG,0.008,2004,economics
LABOUR ECON,0.005,2004,economics
GAME ECON BEHAV,0.011,2004,economics
WORLD BANK RES OBSER,0.002,2004,economics
ENERGY J,0.003,2004,economics
WORLD DEV,0.019,2004,economics
REG SCI URBAN ECON,0.005,2004,economics
J ECON BEHAV ORGAN,0.011,2004,economics
ECON GEOGR,0.002,2004,economics
OXFORD B ECON STAT,0.005,2004,economics
ECON SOC,0.004,2004,economics
J COMMON MARK STUD,0.006,2004,economics
LAND ECON,0.005,2004,economics
ECONOMICA,0.004,2004,economics
J ECON HIST,0.004,2004,economics
HEALTH ECON,0.007,2004,economics
CAN J ECON,0.006,2004,economics
RESOUR ENERGY ECON,0.002,2004,economics
J PROD ANAL,0.003,2004,economics
OXFORD ECON PAP,0.004,2004,economics
SCAND J ECON,0.004,2004,economics
ECON EDUC REV,0.005,2004,economics
IMF STAFF PAPERS,0.003,2004,economics
J BANK FINANC,0.01,2004,economics
SOUTH ECON J,0.005,2004,economics
OXFORD REV ECON POL,0.003,2004,economics
ECON INQ,0.005,2004,economics
SOC CHOICE WELFARE,0.005,2004,economics
ECON HIST REV,0.002,2004,economics
ECOL ECON,0.011,2004,economics
ECON DEV CULT CHANGE,0.004,2004,economics
